Grantee Name,Grant Number,Program Name,City,State,ZIP Code,County,Congressional District,Award Fiscal Year,Award Funding
"Family Health Center Of Marshfield, Inc.",H8ECS38027,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Marshfield,WI,54449-5703,Wood,WI-07,2020,"$1,142,569.00"
Family Health Center of Southern Oklahoma,H8CCS34118,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Tishomingo,OK,73460-3245,Johnston,OK-02,2020,"$62,277.00"
Family Health Center of Southern Oklahoma,H8DCS35585,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Tishomingo,OK,73460-3245,Johnston,OK-02,2020,"$728,885.00"
Family Health Center of Southern Oklahoma,H8ECS38104,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Tishomingo,OK,73460-3245,Johnston,OK-02,2020,"$230,179.00"
"Family Health Center of Worcester, Inc.",H8CCS34365,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Worcester,MA,01610-2473,Worcester,MA-02,2020,"$68,563.00"
"Family Health Center of Worcester, Inc.",H8DCS35454,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Worcester,MA,01610-2473,Worcester,MA-02,2020,"$960,740.00"
"Family Health Center of Worcester, Inc.",H8ECS38518,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Worcester,MA,01610-2473,Worcester,MA-02,2020,"$533,344.00"
"Family Health Center, Inc.",H8CCS34846,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Laurel,MS,39440-4312,Jones,MS-04,2020,"$70,855.00"
"Family Health Center, Inc.",H8DCS36072,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Laurel,MS,39440-4312,Jones,MS-04,2020,"$864,335.00"
"Family Health Center, Inc.",H8ECS37927,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Laurel,MS,39440-4312,Jones,MS-04,2020,"$294,259.00"
Family Health Centers,H8CCS35206,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Okanogan,WA,98840-9679,Okanogan,WA-04,2020,"$67,170.00"
Family Health Centers,H8DCS36745,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Okanogan,WA,98840-9679,Okanogan,WA-04,2020,"$854,690.00"
Family Health Centers,H8ECS38282,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Okanogan,WA,98840-9679,Okanogan,WA-04,2020,"$381,664.00"
"FAMILY HEALTH CENTERS OF BALTIMORE, INC.",H8CCS34993,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Baltimore,MD,21225-1228,Baltimore City,MD-02,2020,"$56,901.00"
"FAMILY HEALTH CENTERS OF BALTIMORE, INC.",H8DCS36323,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Baltimore,MD,21225-1228,Baltimore City,MD-02,2020,"$627,635.00"
"FAMILY HEALTH CENTERS OF BALTIMORE, INC.",H8ECS38284,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Baltimore,MD,21225-1228,Baltimore City,MD-02,2020,"$178,054.00"
"Family Health Centers Of Georgia, Inc., The",H8CCS34685,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Atlanta,GA,30310-2750,Fulton,GA-05,2020,"$72,084.00"
"Family Health Centers Of Georgia, Inc., The",H8DCS36044,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Atlanta,GA,30310-2750,Fulton,GA-05,2020,"$956,840.00"
"Family Health Centers Of Georgia, Inc., The",H8ECS38443,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Atlanta,GA,30310-2750,Fulton,GA-05,2020,"$414,574.00"
"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",H8CCS34235,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Diego,CA,92102-4541,San Diego,CA-51,2020,"$223,919.00"
"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",H8DCS35547,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Diego,CA,92102-4541,San Diego,CA-51,2020,"$3,851,960.00"
"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",H8ECS38677,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Diego,CA,92102-4541,San Diego,CA-51,2020,"$2,336,989.00"
"FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA, INC.",H8CCS35093,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Fort Myers,FL,33901-3744,Lee,FL-19,2020,"$128,280.00"
"FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA, INC.",H8DCS36003,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Fort Myers,FL,33901-3744,Lee,FL-19,2020,"$2,180,780.00"
"FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA, INC.",H8ECS38046,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Fort Myers,FL,33901-3744,Lee,FL-19,2020,"$1,360,399.00"
"Family Health Centers, Inc.",H8CCS34640,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Louisville,KY,40212-1033,Jefferson,KY-03,2020,"$95,918.00"
"Family Health Centers, Inc.",H8DCS36348,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Louisville,KY,40212-1033,Jefferson,KY-03,2020,"$1,439,150.00"
"Family Health Centers, Inc.",H8ECS37855,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Louisville,KY,40212-1033,Jefferson,KY-03,2020,"$769,759.00"
"FAMILY HEALTH CENTERS, INC.",H8CCS34925,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Orangeburg,SC,29115-1466,Orangeburg,SC-06,2020,"$70,910.00"
"FAMILY HEALTH CENTERS, INC.",H8DCS36258,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Orangeburg,SC,29115-1466,Orangeburg,SC-06,2020,"$924,305.00"
"FAMILY HEALTH CENTERS, INC.",H8ECS37813,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Orangeburg,SC,29115-1466,Orangeburg,SC-06,2020,"$398,524.00"
"Family Health Network Of Central New York, Inc.",H8CCS35176,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Homer,NY,13077-1542,Cortland,NY-22,2020,"$60,536.00"
"Family Health Network Of Central New York, Inc.",H8DCS36574,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Homer,NY,13077-1542,Cortland,NY-22,2020,"$760,700.00"
"Family Health Network Of Central New York, Inc.",H8ECS38562,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Homer,NY,13077-1542,Cortland,NY-22,2020,"$330,679.00"
Family Health Services Corporation,H8CCS34777,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Twin Falls,ID,83301-6856,Twin Falls,ID-02,2020,"$93,102.00"
Family Health Services Corporation,H8DCS36085,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Twin Falls,ID,83301-6856,Twin Falls,ID-02,2020,"$1,274,630.00"
Family Health Services Corporation,H8ECS38463,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Twin Falls,ID,83301-6856,Twin Falls,ID-02,2020,"$552,499.00"
"Family Health Services Of Darke County, Inc.",H8CCS34902,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Greenville,OH,45331-1180,Darke,OH-08,2020,"$68,465.00"
"Family Health Services Of Darke County, Inc.",H8DCS36685,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Greenville,OH,45331-1180,Darke,OH-08,2020,"$958,550.00"
"Family Health Services Of Darke County, Inc.",H8ECS38774,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Greenville,OH,45331-1180,Darke,OH-08,2020,"$521,749.00"
FAMILY HEALTH SERVICES OF ERIE COUNTY,H8CCS34894,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Sandusky,OH,44870-4736,Erie,OH-09,2020,"$54,139.00"
FAMILY HEALTH SERVICES OF ERIE COUNTY,H8DCS36688,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Sandusky,OH,44870-4736,Erie,OH-09,2020,"$590,780.00"
FAMILY HEALTH SERVICES OF ERIE COUNTY,H8ECS38399,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Sandusky,OH,44870-4736,Erie,OH-09,2020,"$177,139.00"
Family Healthcare Center,H8CCS34269,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Fargo,ND,58102-4835,Cass,ND-00,2020,"$76,314.00"
Family Healthcare Center,H8DCS35916,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Fargo,ND,58102-4835,Cass,ND-00,2020,"$960,350.00"
Family Healthcare Center,H8ECS37852,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Fargo,ND,58102-4835,Cass,ND-00,2020,"$354,274.00"
Family Healthcare Network,H8CCS34104,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Visalia,CA,93291-6331,Tulare,CA-22,2020,"$219,796.00"
Family Healthcare Network,H8DCS35637,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Visalia,CA,93291-6331,Tulare,CA-22,2020,"$4,195,640.00"
Family Healthcare Network,H8ECS38102,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Visalia,CA,93291-6331,Tulare,CA-22,2020,"$3,315,199.00"
Family Medical Center of Michigan Inc,H8CCS34164,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Temperance,MI,48182-9583,Monroe,MI-07,2020,"$64,448.00"
Family Medical Center of Michigan Inc,H8DCS35503,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Temperance,MI,48182-9583,Monroe,MI-07,2020,"$839,300.00"
Family Medical Center of Michigan Inc,H8ECS37736,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Temperance,MI,48182-9583,Monroe,MI-07,2020,"$372,574.00"
Family Medicine Residency Of Idaho,H8CCS34831,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Boise,ID,83704-9251,Ada,ID-02,2020,"$78,239.00"
Family Medicine Residency Of Idaho,H8DCS36162,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Boise,ID,83704-9251,Ada,ID-02,2020,"$1,078,055.00"
Family Medicine Residency Of Idaho,H8ECS37831,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Boise,ID,83704-9251,Ada,ID-02,2020,"$517,879.00"
"Fenway Community Health Center, Inc.",H8CCS34356,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Boston,MA,02215-4302,Suffolk,MA-07,2020,"$74,873.00"
"Fenway Community Health Center, Inc.",H8DCS35466,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Boston,MA,02215-4302,Suffolk,MA-07,2020,"$1,092,545.00"
"Fenway Community Health Center, Inc.",H8ECS38230,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Boston,MA,02215-4302,Suffolk,MA-07,2020,"$602,524.00"
"FETTER HEALTH CARE NETWORK, INC.",H8CCS34912,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Charleston,SC,29403-5513,Charleston,SC-06,2020,"$77,588.00"
"FETTER HEALTH CARE NETWORK, INC.",H8DCS36266,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Charleston,SC,29403-5513,Charleston,SC-06,2020,"$991,460.00"
"FETTER HEALTH CARE NETWORK, INC.",H8ECS38670,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Charleston,SC,29403-5513,Charleston,SC-06,2020,"$380,299.00"
Finger Lakes Migrant Health Care,H8CCS35133,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Penn Yan,NY,14527-1205,Yates,NY-23,2020,"$86,941.00"
Finger Lakes Migrant Health Care,H8DCS36554,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Penn Yan,NY,14527-1205,Yates,NY-23,2020,"$1,193,825.00"
Finger Lakes Migrant Health Care,H8ECS38605,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Penn Yan,NY,14527-1205,Yates,NY-23,2020,"$532,234.00"
"FIRST CARE CLINIC, INC.",H8CCS34766,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hays,KS,67601-3613,Ellis,KS-01,2020,"$57,658.00"
"FIRST CARE CLINIC, INC.",H8DCS36226,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hays,KS,67601-3613,Ellis,KS-01,2020,"$646,985.00"
"FIRST CARE CLINIC, INC.",H8ECS37846,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hays,KS,67601-3613,Ellis,KS-01,2020,"$196,489.00"
First Choice Community Health Centers,H8CCS34552,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lillington,NC,27546-5155,Harnett,NC-02,2020,"$64,314.00"
First Choice Community Health Centers,H8DCS36365,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lillington,NC,27546-5155,Harnett,NC-02,2020,"$740,870.00"
First Choice Community Health Centers,H8ECS38845,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lillington,NC,27546-5155,Harnett,NC-02,2020,"$216,004.00"
"First Choice Community Healthcare, Inc.",H8CCS35003,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Albuquerque,NM,87105-4592,Bernalillo,NM-01,2020,"$105,644.00"
"First Choice Community Healthcare, Inc.",H8DCS36371,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Albuquerque,NM,87105-4592,Bernalillo,NM-01,2020,"$1,644,425.00"
"First Choice Community Healthcare, Inc.",H8ECS37778,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Albuquerque,NM,87105-4592,Bernalillo,NM-01,2020,"$888,154.00"
"First Choice Health Centers, Inc.",H8CCS34656,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),East Hartford,CT,06108-3013,Hartford,CT-01,2020,"$68,429.00"
"First Choice Health Centers, Inc.",H8DCS35978,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",East Hartford,CT,06108-3013,Hartford,CT-01,2020,"$917,120.00"
"First Choice Health Centers, Inc.",H8ECS37667,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),East Hartford,CT,06108-3013,Hartford,CT-01,2020,"$420,739.00"
"FIRST CHOICE PRIMARY CARE, INC.",H8CCS34626,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Macon,GA,31201-2635,Bibb,GA-02,2020,"$65,320.00"
"FIRST CHOICE PRIMARY CARE, INC.",H8DCS36036,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Macon,GA,31201-2635,Bibb,GA-02,2020,"$777,980.00"
"FIRST CHOICE PRIMARY CARE, INC.",H8ECS38893,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Macon,GA,31201-2635,Bibb,GA-02,2020,"$261,949.00"
FIRST NATIONS COMMUNITY HEALTH SOURCE INC,H8CCS35018,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Albuquerque,NM,87108-2926,Bernalillo,NM-01,2020,"$99,439.00"
FIRST NATIONS COMMUNITY HEALTH SOURCE INC,H8DCS36362,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Albuquerque,NM,87108-2926,Bernalillo,NM-01,2020,"$1,297,805.00"
FIRST NATIONS COMMUNITY HEALTH SOURCE INC,H8ECS38317,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Albuquerque,NM,87108-2926,Bernalillo,NM-01,2020,"$444,229.00"
FIRST PERSON CARE CLINIC,H8CCS35023,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Las Vegas,NV,89104-1046,Clark,NV-01,2020,"$57,853.00"
FIRST PERSON CARE CLINIC,H8DCS36373,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Las Vegas,NV,89104-1046,Clark,NV-01,2020,"$640,460.00"
FIRST PERSON CARE CLINIC,H8ECS38683,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Las Vegas,NV,89104-1046,Clark,NV-01,2020,"$182,194.00"
Firstmed Health and Wellness Center,H8CCS34992,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Las Vegas,NV,89148-1307,Clark,NV-03,2020,"$56,187.00"
Firstmed Health and Wellness Center,H8DCS36382,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Las Vegas,NV,89148-1307,Clark,NV-03,2020,"$627,110.00"
Firstmed Health and Wellness Center,H8ECS38731,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Las Vegas,NV,89148-1307,Clark,NV-03,2020,"$186,199.00"
Fish River Rural Health,H8CCS34372,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Eagle Lake,ME,04739-3060,Aroostook,ME-02,2020,"$55,152.00"
Fish River Rural Health,H8DCS36317,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Eagle Lake,ME,04739-3060,Aroostook,ME-02,2020,"$617,015.00"
Fish River Rural Health,H8ECS38152,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Eagle Lake,ME,04739-3060,Aroostook,ME-02,2020,"$205,429.00"
Five Rivers Health Centers,H8CCS34901,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Dayton,OH,45406-1814,Montgomery,OH-10,2020,"$68,028.00"
Five Rivers Health Centers,H8DCS36674,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Dayton,OH,45406-1814,Montgomery,OH-10,2020,"$943,820.00"
Five Rivers Health Centers,H8ECS38756,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Dayton,OH,45406-1814,Montgomery,OH-10,2020,"$518,434.00"
"Five-Town Health Alliance, Inc.",H8CCS34504,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Bristol,VT,05443-1043,Addison,VT-00,2020,"$53,201.00"
"Five-Town Health Alliance, Inc.",H8DCS36244,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Bristol,VT,05443-1043,Addison,VT-00,2020,"$567,275.00"
"Five-Town Health Alliance, Inc.",H8ECS37875,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Bristol,VT,05443-1043,Addison,VT-00,2020,"$155,149.00"
"FLATHEAD, COUNTY OF",H8CCS34970,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Kalispell,MT,59901-5607,Flathead,MT-00,2020,"$60,596.00"
"FLATHEAD, COUNTY OF",H8DCS35872,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Kalispell,MT,59901-5607,Flathead,MT-00,2020,"$696,170.00"
"FLATHEAD, COUNTY OF",H8ECS38125,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Kalispell,MT,59901-5607,Flathead,MT-00,2020,"$220,699.00"
"FLINT HILLS COMMUNITY HEALTH CENTER, INC.",H8CCS34780,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Emporia,KS,66801-5367,Lyon,KS-01,2020,"$60,578.00"
"FLINT HILLS COMMUNITY HEALTH CENTER, INC.",H8DCS36130,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Emporia,KS,66801-5367,Lyon,KS-01,2020,"$712,670.00"
"FLINT HILLS COMMUNITY HEALTH CENTER, INC.",H8ECS38867,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Emporia,KS,66801-5367,Lyon,KS-01,2020,"$240,334.00"
FLOATING HOSPITAL INCORPORATED (THE),H8CCS35159,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Long Island City,NY,11101-3825,Queens,NY-12,2020,"$76,533.00"
FLOATING HOSPITAL INCORPORATED (THE),H8DCS36559,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Long Island City,NY,11101-3825,Queens,NY-12,2020,"$996,020.00"
FLOATING HOSPITAL INCORPORATED (THE),H8ECS37724,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Long Island City,NY,11101-3825,Queens,NY-12,2020,"$382,489.00"
"Florida Community Health Centers, Inc.",H8CCS35076,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),West Palm Beach,FL,33407-2000,Palm Beach,FL-20,2020,"$103,511.00"
"Florida Community Health Centers, Inc.",H8DCS35982,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",West Palm Beach,FL,33407-2000,Palm Beach,FL-20,2020,"$1,584,635.00"
"Florida Community Health Centers, Inc.",H8ECS37968,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),West Palm Beach,FL,33407-2000,Palm Beach,FL-20,2020,"$859,444.00"
"Foothills Community Health Care, Inc.",H8CCS34922,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Clemson,SC,29631-1340,Pickens,SC-03,2020,"$53,358.00"
"Foothills Community Health Care, Inc.",H8DCS36263,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Clemson,SC,29631-1340,Pickens,SC-03,2020,"$563,390.00"
"Foothills Community Health Care, Inc.",H8ECS38392,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Clemson,SC,29631-1340,Pickens,SC-03,2020,"$143,449.00"
"Fordland Clinic, Inc.",H8CCS34698,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Fordland,MO,65652-7350,Webster,MO-07,2020,"$58,975.00"
"Fordland Clinic, Inc.",H8DCS35929,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Fordland,MO,65652-7350,Webster,MO-07,2020,"$676,325.00"
"Fordland Clinic, Inc.",H8ECS37740,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Fordland,MO,65652-7350,Webster,MO-07,2020,"$220,039.00"
"Fort Bend Family Health Center, Inc.",H8CCS35339,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Richmond,TX,77469-4406,Fort Bend,TX-22,2020,"$86,588.00"
