Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
276967979123378,Dario Anselmo for Hennepin Commissioner,Dario Anselmo for Commissioner,127,5
1106859749348899,Brody Leven,Protect Our Winters,127,9
100570181379786,Neighbors for a Better Long Beach,Neighbors for a Better Long Beach,127,2
110175480400832,John Gillespie for State House 97,Friends of John Gillespie,127,1
408856841631,Jon Dumitru for Orange City Council-District 2,Jon  Dumitru for Orange City Council (FPPC #1260038),127,9
103103841351635,Commissioner Tim McCormick,Committee to Re-Elect Tim McCormick Commissioner,127,7
207326543337741,Earthworks Action Fund,Earthworks Action Fund Issue Committee. Registered agent: Ashley Stevens.,127,2
112647203617902,Molly Gray for Vermont,Molly Gray for Vermont,127,22
113598497082731,Kansas Realtors for Marshall,National Association of REALTORS,127,2
508284072665591,Ricardo "Ricky"  De La Fuente,Texas For De La Fuente,127,5
102800624641872,Beth Bigham for Ohio House,Committee to Elect Beth Bigham,126,2
236916077596333,Christopher Harris for Covina School Board,Christopher John Harris,126,13
191175884250955,AltaMed Health Services,AltaMed Health Services,126,2
100515285146614,CTStronger,CT DMHAS,126,1
285399776661,Shawnna Bolick,Vote Bolick,126,32
120356309367081,Esteban "Steve" Bovo for Mayor of Miami-Dade County,Esteban "Steve" Bovo for Mayor of Miami-Dade County,126,6
100748915091414,Las Vegas Police Protective Association PAC,Las Vegas Police Protective Association PAC,126,2
238657755453,Civil Justice Association of California,CIVIL JUSTICE ASSOCIATION OF CALIFORNIA,126,3
410716949410054,Mark Batinick,Friends of Mark Batinick,126,22
106778091085540,Marie Blankley for Gilroy Mayor,Marie Blankley for Mayor 2020,126,2
100501611534904,BDS is BS,BDS is BS,126,2
112532940511740,Bob Woerner,Woerner 4 Mayor 2020: Bob,126,6
109420333746226,Brad Barron,Brad Barron for US Senate,126,4
317667194946264,Ro Khanna,RO FOR CONGRESS INC,126,30
103723867811985,L. David Patterson for Hawthorne City Council 2020,"PATTERSON FOR CITY COUNCIL 2020, FPPC ID #1422740",126,10
112687927238070,Randy Bridges For Kentucky State Representative - District 3,Randy Bridges for State Representatitive,126,4
105257281059833,Stacy Brenner for Maine Senate,Stacy Brenner for Maine Senate,126,2
1800502240239217,"Palm Coast, Flagler & Volusia County Better Government Leadership",Better Government Leadership Fund,125,3
568257590245036,Blacks Against BDS,Blacks Against BDS,125,1
105882964535390,Cats Against Trump,Cats Against Trump,125,9
629280337699154,Claim What's Yours,City of Tucson,125,38
103107841245649,Mary Giuliani Stephens,Mary for MN Senate,125,4
2514836028569061,State Representative Brad Stephens,Brad Stephens for State Representative,125,21
100224054701702,Committee for Stronger Rural Communities,"COMMITTEE FOR STRONGER RURAL COMMUNITIES, INC.",125,2
107097344473366,Wrong Way Javier,Florida Republican Senatorial Campaign Committee,125,3
103968594795193,Stafsholt for State Senate,Wisconsin Realtors Political Fund,125,7
108838240704138,Operation Restoration 2020,CITIZENS FOR JADE SIMMONS,125,1
111477550457730,Chris McNeill for Court of Appeals,McNeill for Court of Appeals,125,4
106345600908300,Eileen Kelly for Summit Council,Eileen Kelly for Council,125,11
210189105773562,Scott Dosick - NUSD Governing Board Member,Scott Dosick for Natomas School Board,125,3
614134231980299,Veterans Empowered To Protect African Wildlife,VETPAW INC,125,8
2243294962612199,Patterson For Assembly,Patterson For NY,125,3
202264026524841,"Re-elect Judge Bernadette D'Souza for Family Court, Domestic Section 1",the Committee To Re-Elect Judge Bernadette D’Souza,124,6
476255265061,DuPage County Republicans,DuPage County Republican Central Committee,124,7
532808890118997,"City of Carson, CA",City of Carson,124,1
103405424508465,Meagan Galligan for Sullivan County District Attorney,Committee To Elect Galligan District Attorney,124,10
553128024767588,Lauren Arthur,Committee to Elect Lauren Arthur,124,13
275364153020286,Massachusetts Voter Table,"THIRD SECTOR NEW ENGLAND, INC.",124,4
90231635720,Illinois Holocaust Museum & Education Center,Illinois Holocaust Museum & Education Center,124,76
81363295697,Detroit Regional Chamber,Detroit Regional Chamber,124,4
198690003476655,State Representative Grant Wehrli,Citizens to Elect Grant Wehrli,124,1
103261231481020,United for Progress,UNITED FOR PROGRESS PAC,124,3
237723199604279,PeopleFund,PEOPLEFUND,124,5
103056191180420,Crystal Uhe for State’s Attorney,Crystal Uhe for State's Attorney,124,5
291318298488215,Veterans for Career Education,Veterans for Career Education,123,45
112309917157522,NoCo Reboot,NOCO Reboot,123,5
108783840903642,Mateo Bedolla for Tracy City Council,Mateo Bedolla for Tracy City Council,123,1
471960692929281,Drew Ferguson,DREW FERGUSON FOR CONGRESS INC.,123,7
106515040791031,Joshua Dowden,Joshua For Nevada,123,1
672443759938415,Brad Fiscus for TN District 63 State Representative,Fiscus for TN,123,4
927610307291393,Georgette Gómez,Georgette Gomez for Congress,123,38
139063525262,Kalamazoo County Democratic Party,Kalamazoo County Democratic Party,123,11
757796280970472,Supervisor John Leopold,Friends of John Leopold,123,8
776707109196075,Delegate Mike Caputo,Friends of Mike Caputo 2020,123,2
204319036817591,Wendi Thomas for PA State Representative,Friends of Wendi Thomas,123,2
108726793837368,Debra Edmondson for Texas HD 98,Debra Edmondson for Texas HD 98,123,1
34521916336,Brent Bozell,MEDIA RESEARCH CENTER,123,1
937269089651960,Victoria Neave for Texas State Representative,Victoria Neave Campaign,122,7
100317328397968,Daniel Hill,HarperCollins Christian Publishing,122,4
323083351064533,The News Literacy Project,The News Literacy Project,122,94
213041185421849,Lance Harris,Lance Harris Campaign,122,8
2705070082842335,Spirits United,Distilled Spirits Council of the United States,122,4
411547785571731,Judge Jim Shoemake - 434th District Court,Judge James H. Shoemake Campaign,122,6
104695957736922,Joan T Sweeny for State Rep - HD 7,Joanie Sweeny for State Rep,122,6
329325094597306,Myanna Dellinger For Judge 2020,"Dellinger for Judge 2020, ID# 1415610",122,15
105275244596315,Joe Johnson For School Board,Joseph Johnson,122,6
110836054071018,Joseph Beaman - Independent Candidate for Jackson County Sheriff - Michigan,Committee to Elect Joseph Beaman Jackson County Sheriff,122,3
100475351671536,Cameron Adams for 39th Circuit Judge,Robert Cameron Adams,122,2
100705788238486,Alberto 4 Medford,Alberto4Medford,122,5
717417908274761,Lady Freethinker,Lady Freethinker,121,6
153309775026,SnapStream,SnapStream Media,121,2
165751793487205,One Pennsylvania,One Pennsylvania,121,2
103420761023331,David Kim for U.S. Congress - CA's 34th CD - Los Angeles,"DAVID KIM FOR CONGRESS, FINANCIAL FREEDOM, LOVE & JUSTICE FOR ALL",121,14
226999127329906,New York Immigration Lawyer,Law Office of Alena Shautsova,121,1
109541387122506,Los Angeles Teacher's Choice,"Students, Parents and Educators in Support of Castellanos and Schmerelson for School Board 2020, Sponsored by Teachers Unions, Including United Teachers Los Angeles. Committee major funding from: United Teachers Los Angeles; California Teachers Association; and American Federation of Teachers. This ad was not authorized by a candidate or a committee controlled by a candidate.",121,2
1580300922089704,Nicole Breadon for State Representative District 43,Friends of Nicole Breadon,121,100
1553558311617419,People United for Privacy,People United for Privacy,121,6
406304822776259,ACLU of New Hampshire,AMERICAN CIVIL LIBERTIES UNION,121,10
100401327980848,National Parents Union,National Parents Union,120,40
72565633140,Soles4Souls,"SOLES4SOULS, INC.",120,32
112509643754341,Vote Liz Harris,Vote Liz Harris,120,13
216132718451966,Mike Rummel,Citizens for Lake County Board & Lake Forest Alderman,120,3
100655555151483,Royse Events,"Royse Events, LLC",120,2
543066585882629,Libertarian Country,Libertarian Country,120,4
2190121367877853,Representative Dr. Jasmine Clark,Jasmine Clark for GA House,120,3
66811656656,Seminole County Democratic Party,Seminole County Democratic Party,120,2
6422138883,92nd Street Y,92nd Street Y,120,13
108232074355032,Second-Rate Democracy,Douglas James Amy,120,6
240541500603,Lone Star Project,Lone Star Project Nonfederal,120,8
1935702786743510,Natalie Paine,Natalie Paine for District Attorney,120,1
467131146763273,Pat Rooney for Judge,Committee to Elect Pat Rooney,120,5
356263858359575,Judge Justin Hansen,Committee to Elect Justin Hansen,119,4
103052507906612,Rick Blangiardi for Mayor,Friends of Rick Blangiardi,119,3
708164076247685,Prop D for Democracy,STL Approves,119,23
101576624784862,Terry Burgess for State Representative District 113,Terry Burgess,119,4
102477051148408,Rod4Education,Elect Rod for School Board,119,2
1908656542744596,Nurses of Pennsylvania,Nurses of Pennsylvania,119,4
101746121602609,Remi Bald Eagle for South Dakota PUC,Remi for South Dakota,119,3
1422757231079304,Sangamon County Republicans,Sangamon County Republican Central Committee,119,4
564086263668377,Judge Ethna Cooper,Committee for Judge Cooper,119,4
690351921334396,Vernon Township Democrats,Vernon Township Democrats,119,2
317198638317313,Leslie Danks Burke,Friends of Leslie,119,4
736654416421432,836M,JSLH Foundation,119,1
102793768209555,Andrew Arevalo for El Centro Elementary School Board,Andrew Arevalo for El Centro Elementary School District 2020,119,5
171454676214034,City of Pasadena - Public Agency,City of Pasadena,119,11
109246627350923,Tyler E. Ruprecht for WI State Assembly,Friends of Tyler Ruprecht,119,51
2321993584737314,The Markin Report,The Markin Report,119,1
108528424333169,Stephanie Bice Nos Ha Fallado,DCCC,119,3
224547505550,Asian Pacific Environmental Network (APEN),Asian Pacific Environmental Network Action,119,6
160158294608134,State Representative Allison Russo,Citizens to Elect Allison Russo,119,2
1463019170625973,Re-Elect John A. Kissel,Committee to Re-elect Senator John A. Kissel,119,1
292255744277464,Gennaro Bizzarro for State Senate,GB For Senate,118,1
342837149109288,Tod Ohnstad for State Assembly,Friends of Tod Ohnstad,118,20
102046994997860,Re-Elect Senator Troy Jackson,Troy Jackson for Maine,118,8
211754533591694,Beyond the Bans CO,ProgressNow Colorado Education,118,15
143654793536,Joe Wilson,JOE WILSON FOR CONGRESS,118,7
132914570126743,Conservation Voters of South Carolina,Conservation Voters of South Carolina,118,10
103331191362482,Madison Fields Solar Project,Madison Fields Solar Project,118,3
102543928022666,Jennifer Tullius for Assembly,Tullius for Assembly 2020,118,1
137459917707,The Brookings Institution,The Brookings Institution,118,1
477544272999908,Donna Beheydt for Ohio House 69,The Committee to Elect Donna Beheydt,118,21
107037332686173,Michelle Fischbach for Congress,FISCHBACH FOR CONGRESS,118,10
1424202097641289,Blake Zante for Fresno County Board of Education,Zante for FCOE Trustee 2020,118,3
90710744308,The Steamboat Institute,The Steamboat Institute,118,2
101485404914361,Bad News Wares,Bad News Wares,118,6
1589008304668402,Renew MA Coalition,RENEW MASSACHUSETTS COALITION  INC,118,5
107810891100865,American Store,These ads ran without a disclaimer,117,18
1683528498415078,Drew Phelps for Assembly,Phelps for Assembly 2020,117,1
72774855414,Douglas County Republicans,Douglas County Republican Central Committee,117,12
1039601176181323,Kathy Wyenandt for State Senate,Friends of Kathy Wyenandt,117,4
111686003963628,Lift Up Richmond,"Lift up Richmond, Yes on Measure U, sponsored by Service Employees International Union SEIU Local 1021",117,7
112711020364839,Keystone XL Pipeline,TC Energy,117,2
111115813855466,Dave Siebert for Phoenix City Council,Friends of Dave Siebert. Authorized by Dave Siebert.,117,2
139409529430217,"City of Glendale, CA",City of Glendale,116,1
110682807422838,Edison First Team for Board of Education,Edison First,116,31
39432041915,Capital Research Center,CAPITAL RESEARCH CENTER INC,116,30
180540152778924,Steve Meskers 4 Greenwich,Steve Meskers 4 Greenwich,116,8
208525282490982,Latta for Congress,LATTA FOR CONGRESS,116,2
312657362217994,Women's Heart Alliance,Women's Heart Alliance,116,28
215915951780663,Louisiana Chemical Association,Louisiana Chemical Association,116,8
109568650859925,Julie Leavens Hupp for Rocklin School Board,Julie Leavens Hupp for Rocklin School Board,116,5
130268756992804,Yale Climate Connections,Yale Climate Connections,116,15
229083393820990,Richard Hudson,HUDSON FOR CONGRESS,116,3
116468530195434,"Jay Johnson for Texas State Board of Education, District 15",John A Johnson,116,1
180128395351326,Livingston County Democrats,Livingston County Democratic Executive Committee,116,1
185248995481371,Stephanie Barry,Friends for Stephanie Barry,116,10
1539683959599793,"Cristina M. Hughes, Esq",Hughes Law Group PC,116,10
219473371874453,Exelon,EXELON CORPORATION,116,29
519514011556180,Dustin Marshall for DISD,Dustin Marshall for Dallas ISD,116,13
106865870862332,Nick Pisciottano for State Representative - 38th District,Friends of Nick Pisciottano,116,30
1738627363100589,Respectful Exits,Respectful Exits,116,2
227269540633,Republican Party of Walworth County,Republican Party of Walworth County,116,2
12695133780,Rebecca Kaplan,Committee to Re-Elect Rebecca Kaplan,116,4
122235251133808,Republican Party of Clay County,Republican Party of Clay County,115,2
102448638254233,Carrasco4mcboard7,Carrasco4MCBoard7,115,5
1438882392887793,ADF Church Alliance,Alliance Defending Freedom,115,12
105808477557901,Ryan Childers for IID Director- Division 2,"Committee to Elect Ryan D. Childers, IID Director Division 2, 2020",115,3
1345111622262633,Alex Kaufman,"Friends of Alex Kaufman, Inc.",115,5
30142182485,Bay East Association of REALTORS,CALIFORNIA ASSOCIATION OF REALTORS ISSUES MOBILIZATION POLITICAL ACTION COM,115,2
109627430657746,Tony Eufinger for Union County Commissioner,Friends of Tony Eufinger,115,6
104878097799335,Vito Bruno for New York Senate,Bruno For Senate,115,2
104156097643122,Jessica Benham,Benham for PA,115,3
258848839880,Horizon Blue Cross Blue Shield of New Jersey,Horizon Blue Cross Blue Shield of New Jersey,115,17
454803448671259,"Fiona McFarland for Florida House of Representatives, Sarasota","Fiona McFarland, Republican, for State Representative, District 72",115,1
592709147899703,Councilman Michael Berlucchi,Friends of Michael Berlucchi,115,7
1888817291355507,Jovanka Beckles,Jovanka Beckles for AC Transit Board 2020,115,21
605037386536651,Alianza for Progress,Alianza for Progress,115,35
21080158080,United Way of Central Indiana,United Way of Central Indiana,115,3
109846247289678,Michelle Kaplan for Ellsworth and Trenton Representative,Michelle Kaplan,115,5
114446543743908,Richmond Progress Supporting Ahmad Anderson for Richmond City Council,"RICHMOND PROGRESS SUPPORTING ELEANOR THOMPSON, AHMAD ANDERSON, AND VINAY PIMPLE FOR CITY COUNCIL 2020, SPONSORED BY PUBLIC SAFETY UNIONS, LOCAL CONSTRUCTION UNIONS, AND SMALL BUSINESSES",115,2
2123425971065747,Sora Schools,Sora Schools,115,2
104554204383445,Kathleen Barth for RUSD,Kathleen Susan Barth,115,3
367309950420577,Winker for Wisconsin,Winker for Wisconsin,115,9
103395707979707,Jorge Valdes,Valdes 4 Tustin Council 2020,115,19
1821077931512145,Open Oceans Marketing,Open Oceans Consulting LLC,115,1
103851564652,Waterkeeper Alliance,WATERKEEPER ALLIANCE INC,115,2
591038604304661,Cohen Milstein,COHEN MILSTEIN SELLERS & TOLL PLLC,115,2
103563008142382,Razi 4 Dublin City Council,Razi Azadin Khamis Hasni,115,1
427293388062892,Pamela Braunstein for Capistrano Unified School Board,Pamela Braunstein for Capistrano Unified School Board 2020,115,7
101305864865940,"Swadeep Nigam for Regent, State University District 3",Swadeep Nigam,115,4
294021837428958,Free the Pill,IBIS REPRODUCTIVE HEALTH,114,5
113221460405028,America One Policies,America One Policies,114,1
1909054829334690,TCHfor48,Friends to Elect TerraCosta Howard,114,8
1424451997829970,Lois Kolkhorst,Lois W. Kolkhorst Campaign,114,5
392125038057109,Tammy Kim for Irvine City Council,Tammy Kim for Irvine City Council FPPC #1419832,114,3
105475934381876,Sue Cahill for Iowa House,IOWA DEMOCRATIC PARTY,114,6
108839063918549,Brian Hester for State Representative,Hester for State Representative,114,6
247845688580233,Steve Malagari for State Representative,Friends of Steve Malagari,114,6
102510868136674,Ellen Jaffee for NYS Assembly,Friends of Ellen Jaffee,114,20
