Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
732956400060490,Doug Basler,FRIENDS OF DOUG BASLER,≤100,2
109137763868782,Ashley Eason for Indiana State Senate,EASON FOR INDIANA,≤100,3
246352362112308,Why Courts Matter- Pennsylvania,KEYSTONE RESEARCH CENTER INC,≤100,2
109049764239129,Laker Sensibility  Your Money. Your Future.,"Richter, Hayward, Barkauskas and Fitch for Borough Council",≤100,12
1451954991724762,Steinberg for State Representative,Jonathan Steinberg for State Representative,≤100,14
344346245749372,Shore Trendz,RHW.COM LLC/DBA Shore Trendz,≤100,3
277837236284694,New Choice NY,New Choice NY,≤100,2
135137586501712,Placer County Deputies,Placer County Deputy Sheriffs Association,≤100,1
376637942808778,Beth Moore for GA House 95,Friends of Beth Moore LLC,≤100,5
108658730612398,Elect Martha Ptashnik,CTE Martha Ptashnik,≤100,1
2003882349847829,Jim Bonfiglio,James A Bonfiglio HD89,≤100,1
213954166036659,Re-elect State Rep. Pauline Wendzel,Re-Elect Pauline Wendzel,≤100,1
202832330558944,Harbor Branch Oceanographic Institute Foundation,Harbor Branch Oceanographic Institute Foundation,≤100,2
134827389915590,Lee-Ogle Transportation System (LOTS),Lee-Ogle Transportation System,≤100,1
108390690834616,John Collins,Collins for the 55th,≤100,14
22426379899,Workman Publishing,WORKMAN PUBLISHING CO. INC.,≤100,3
270953679726380,Re-Elect Judge Joyce Kimbler,Re-Elect Judge KImbler Committee,≤100,2
105581110920083,Treva Reid for Oakland City Council,Treva Reid for Oakland City Council 2020,≤100,2
103985894384135,Hugh Awtrey,Awtrey for Clovis Unified School Board 2020,≤100,4
107165913986872,Stavros Anthony for District C,Stavros Anthony for District C,≤100,6
102711044826569,Dale Phillips for Mayor,Dale Phillips for Mayor,≤100,2
199756330090514,Solar United Neighbors,Solar United Neighbors,≤100,9
1870075659965087,Corazón Latino,Jioelyna Abreu,≤100,3
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,≤100,181
43695791236,Goodman Theatre,Goodman Theatre,≤100,3
592208790861089,Keep JUDGE Ellie Kerstetter,Campaign to keep Judge Ellie Kerstetter,≤100,1
276446475782587,State Representative Tami Zawistowski,Tami Z 2020,≤100,2
137204467768383,Rama Trauma Trump,Mark Laxer,≤100,2
105565711057753,Savannah Sessions for Maine House District 117,Savannah Sessions for Maine House,≤100,4
101185721482040,Stephanie Anderson for Maine Senate,Stephanie Anderson for Maine Senate,≤100,5
109439470678419,Robin Hammond for District Court Judge,Robin Hammond for Judge,≤100,20
974133602697851,Cascadia Progressive Forum,Cascadia Progressive Forum,≤100,12
725628997568701,Dan Pope,Dan Pope for Mayor Campaign,≤100,1
322732908805,Ohio Citizen Action,OHIO CITIZEN ACTION,≤100,2
108337384472,CASA,CASA,≤100,5
342837149109288,Tod Ohnstad for State Assembly,Friends of Tod Ohnstad,≤100,17
2234424933549863,Feyen for Senate,Feyen for Senate,≤100,3
1761118984115780,Adam McElvain,Adam Thomas Mcelvain,≤100,1
108059487707325,Yes on CC: Secure Petaluma Valley Hospital's Future,"Yes on CC, Petaluma Citizens for Quality Healthcare, sponsored by Western HealthConnect and its affiliate, NorCal HealthConnect. Committee major funding from: Providence St. Joseph Health",≤100,1
103817601325974,Chris Ricci for Modesto City Council District 3,Chris Ricci for City Council 2020,≤100,3
299311920159,AARP Washington,AARP,≤100,1
61198206469,Tracey Mann,MANN FOR CONGRESS,≤100,1
1595575670754558,Will County Gazette,Local Government Information Services,≤100,3
918971934860301,Senator Glenn Jeffries - Putnam/Kanawha,Glenn D Jeffries,≤100,1
102249584960957,Michiganders for Affordable Rx,Michiganders for Affordable Rx,≤100,12
148742108560,Generation Joshua,Generation Joshua,≤100,3
170187609795,Pinellas County Government,Pinellas County,≤100,3
190543018083996,Joan Greene for Congress,JOAN GREENE FOR CONGRESS,≤100,13
330641537286442,Virginia Constitutional Conservatives,Virginia Constitutional Conservatives,≤100,7
12692955711,Chronicle of Higher Education,"CHRONICLE OF HIGHER EDUCATION, INC. (THE)",≤100,11
44768394277,Family Sunshine Center,Family Sunshine Center,≤100,3
1406574669672383,Andrew Robinson for Senate,Andrew Robinson State Senate District 17,≤100,4
1215699268583357,Apex Ohio,Apex Clean Energy,≤100,4
113632146754204,"Jacob Reynolds for District Court Judge, Dept. 21",Committee to Elect Jacob for Judge,≤100,4
139906779430713,Iowa City Climate Advocate - Public,Iowa City Climate Advocates,≤100,1
329384734362985,Sharon Cooper,Sharon Cooper for State House,≤100,6
1026497884215488,Galveston Moving Forward,Galveston Moving Forward,≤100,15
102345461271929,Robert Gilmore for District Court Judge,Robert Gilmore for District Court Judge,≤100,4
220424725258715,Murmur,Murmur Co.,≤100,3
111847220568515,Ed Scinto for State Representative,Friends of Ed,≤100,1
1153947761302254,Serino4NY,New York State Senate Republican Campaign Committee,≤100,3
106446011075203,Republicans for a New President,Republicans for a New President,≤100,1
115554723330740,Stephen Willison for Judge,Stephen Willison for Circuit Court Judge,≤100,12
139661999752,Medical Association of Georgia (MAG),"MEDICAL ASSOCIATION OF GEORGIA, THE",≤100,1
262589367126101,The Tikvah Fund,TIKVAH FUND,≤100,9
107523875954231,Danny Davis,Protect Our Winters,≤100,12
202714363249081,"Romeo Perez for Family Court Judge, Dept. Z",Romeo Perez,≤100,1
1812052055681949,Reelect Dave Pacheco,Re-Elect Dave Pacheco,≤100,1
109526232935380,Synthisophy,Synthisophy,≤100,2
102413723172970,Nick Adams,Nick Adams,≤100,2
111658630395595,Suzanne Weber,Friends of Suzanne Weber,≤100,1
101313794706358,Kalie Hess for Maine Senate,Kalie Hess for Maine Senate,≤100,2
102936707723326,North Point Casino,Lakeside Casino LLC,≤100,6
1274746369267915,Le Lion,Le Lion LLC,≤100,1
176646896443851,Rob Anderson for Louisiana,Rob Anderson for Louisiana,≤100,7
563081730692263,Chuck Eddy Moderate Republican Supporting Democrats in 2020,Charles Everett Eddy,≤100,15
114240797072943,Steve Gooch State Senate,Steve Gooch State Senator,≤100,3
102770777895597,Katy Duhigg for NM,Committee to Elect Katy Duhigg,≤100,1
1609555785980311,Darren Soto for Congress,DARREN SOTO FOR CONGRESS,≤100,1
111811210568828,News Zoom Click,Zoom News Click,≤100,2
514012675413577,State Senator Dan Quick,Dan Quick for Legislature,≤100,1
228229007697380,Down Home North Carolina,Down Home North Carolina IE PAC,≤100,4
112967113694541,Matt Serratto for Mayor,Serratto for Mayor,≤100,6
109593680378663,Brian Farnen for Fairfield,Farnen for Fairfield,≤100,1
492669591509408,American Pride,These ads ran without a disclaimer,≤100,2
112264290164451,Stallings for Arkansas,Matthew Stallings for State Representative,≤100,1
150663765012441,Warren County KY Gov,Warren County Government,≤100,2
204744222890124,The National Center for Children and Families,NATIONAL CENTER FOR CHILDREN AND FAMILIES,≤100,8
111477550457730,Chris McNeill for Court of Appeals,McNeill for Court of Appeals,≤100,2
105183214677640,Liberty Defense Fund,Liberty Defense Fund,≤100,9
164239760395492,Sasha Renée Pérez for Alhambra City Council,Sasha Renée Pérez,≤100,1
689383671272277,"David Nelson, Idaho State Senator - District 5","David Nelson for Idaho, Craig McCleary Treasurer",≤100,20
100260975162458,Re-Elect Chino Valley Fire Board,Re-Elect Chino Valley Fire Board,≤100,3
104314534576681,Patrizia Zucaro for State Representative,Zucaro for State Representative,≤100,2
100398878407933,Won't He Do It,Real Voices Media,≤100,6
103751337920835,Elect Danny Guzman for STC School Board District 7,Shaddai Solutions LLC,≤100,2
130294243681060,Bobby Scott for Congress,SCOTT FOR CONGRESS,≤100,1
107589387517253,Justin Griffin for Mayor,Justin Griffin for Mayor,≤100,34
111015307161030,Ed Silva for Vice Mayor of Palmetto Bay,Ed Silva for Vice Mayor of Palmetto Bay,≤100,1
368022623324439,Mike Talleda For Hawthorne City Council,Mike Talleda for Hawthorne City Council,≤100,7
717427235102077,SAM,"Serve America Movement, Inc.",≤100,1
187362050859,Calista Corporation,CALISTA CORPORATION,≤100,1
105247227545956,Lyndsey Rudder,"Lyndsey Rudder for Georgia, Inc.",≤100,2
112579110572029,Yes for Medical Marijuana,Mississippians for Compassionate Health Care,≤100,2
105662557630066,Trever Nehls for Fort Bend County Sheriff,SUPPORTERS OF TREVER NEHLS,≤100,3
107726200807047,Heller4Freeholder,Heller4Freeholder,≤100,2
127861240670951,"Kathryn Hensley, School Board",Kathryn Hensley for St. Lucie County School Board,≤100,12
114086613610796,Jacqueline V. Smith for Maricopa Community Colleges - District 1,Jacqueline Smith for Governing Board. Authorized by Jacqueline Smith for Governing Board.,≤100,3
182658925089088,FINCA,"FINCA INTERNATIONAL, INC.",≤100,5
361650597855484,Jessica Yellin,News Not Noise,≤100,1
1320005784826065,Dora Villarreal for State's Attorney,Friends of Dora Villarreal,≤100,16
579945178720985,"Chief Justice Cheri Beasley, NC Supreme Court",Chief Justice Beasley Committee,≤100,1
100323828429140,Jon Larson for 79th District,Jon Larson for 79th District,≤100,3
106039580936434,Carrie Warren-Gully for Arapahoe County Commissioner,Citizens for Carrie Warren-Gully,≤100,4
240532939344886,Mitch Roth for Mayor,Friends of Mitch Roth,≤100,3
101323174659606,"Genece Minshew for City Commission, Group 2",Genece Minshew for City Commission,≤100,1
109197454223794,Friends of Carl Heastie,Friends of Carl E. Heastie,≤100,12
2011677365822396,Ground News,Snapwise Inc.,≤100,7
260131294484,Bethesda Lutheran Communities,Bethesda Lutheran Communities,≤100,3
159401597529992,Continue the Quality,Continue the Quality,≤100,2
249256715200646,Reavis Page Jump LLP,Reavis Page Jump LLP,≤100,1
149270905129649,Representative Bill Hixon,Hixon for House,≤100,2
107953199261156,ifaw,"INTERNATIONAL FUND FOR ANIMAL WELFARE, INC.",≤100,13
206052849902620,Intermountain Immigration,"Intermountain Immigration, LLC",≤100,1
489240568546477,WoogforWeld Colorado House District 63,WOOG FOR WELD HOUSE DISTRICT 63,≤100,1
107933057643402,Re-Elect Holly Stover for Maine,Re-Elect Holly Stover for Maine,≤100,3
216132718451966,Mike Rummel,Citizens for Lake County Board & Lake Forest Alderman,≤100,2
103173594374686,CMVNY,City of Mount Vernon New York,≤100,1
101391906600,Live Action News,Live Action News,≤100,4
112727643475757,Josh for Georgetown,Josh Schroeder for Georgetown Mayor,≤100,8
1564221887188032,Warren Area Democratic Club,Warren Area Democratic PAC,≤100,4
101203418418760,Thank You PAC,THANK YOU PAC,≤100,1
236916077596333,Christopher Harris for Covina School Board,Christopher John Harris,≤100,9
133453440784345,Jennifer Jermaine AZ LD18 House,Jermaine for House.  Authorized by Jennifer Jermaine.,≤100,4
238674373158398,"Steve Holt, Mayor of Florence, Alabama",Committe to Re-Elect Steve Holt,≤100,1
2005108619737886,Lee Snodgrass,Snodgrass for Assembly,≤100,8
651382415018357,Tom Hansen for School Board,Thomas Mckinnon Hansen,≤100,1
984307011580765,David Crowley,Crowley for County Executive,≤100,1
101438138128293,John Lacny for State Representative,CTE John Lacny,≤100,3
317198638317313,Leslie Danks Burke,Friends of Leslie,≤100,2
1541703729424346,Alpha News,Alpha News,≤100,1
701541503526361,Arizona Leadership Coalition,Arizona Leadership Coalition,≤100,1
141307936556503,Christy Clark - Representative NC House District 98,The Committee to Elect Christy Clark,≤100,2
360866307761711,County Commissioner Mark Polsdofer,Friends of Mark Polsdofer,≤100,1
106207067819071,Divine Nine,Real Voices Media,≤100,6
194062800933778,Hargrave Ministries,Hargrave Ministries,≤100,63
1888594211400974,Rachel Hood,Committee to Elect Rachel Hood,≤100,6
553128024767588,Lauren Arthur,Committee to Elect Lauren Arthur,≤100,6
1819990444891347,Progressive Source Communications,Progressive Source Communications LLC,≤100,1
1721467687891795,Partnership for Conservation,Partnership for Conservation,≤100,12
880261035676501,Mike Parrish for Senate 2020,MIKE PARRISH FOR SENATE 2020,≤100,1
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,≤100,3
356388968585788,Karm Bains 2020,Karm Bains for Supervisor 2020,≤100,6
102610794850478,Loving Hands,Real Voices Media,≤100,5
1073508439399506,LeAnne Burch State Representative,LeAnne Burch for State Representative,≤100,1
30085718081,Senator Jim Tedisco,Tedisco for Senate,≤100,2
635850443292528,Nasty Woman Coloring,Nasty Woman Coloring,≤100,2
776707109196075,Delegate Mike Caputo,Friends of Mike Caputo 2020,≤100,1
289155084311,Mat-Su Health Foundation,Mat-Su Health Foundation,≤100,3
508284072665591,Ricardo "Ricky"  De La Fuente,FLORIDA FOR DE LA FUENTE,≤100,2
101262614787488,Shawn Hingson For Suwannee County Sheriff,Shawn Hingson For Suwannee County Sheriff,≤100,13
131489048317308,Charles "Chuck" Owen for Soil & Water Conservation District 4,"Charles C. Owen, Nonpartisan Candidate, for St. Johns County Soil and Water Conservation, District 4",≤100,1
102110547982476,Judge Myron Duhart for Court of Appeals,Committee to Elect Judge Duhart for Court of Appeals,≤100,3
479319619492002,Pat Proctor for Kansas Representative,Pat Proctor for Kansas,≤100,7
106511457768106,Lydia Tackett for Cass County Commission,Friends of Lydia Tackett,≤100,4
121662545889000,Jared Williams for District Attorney,Committee to Elect Jared Williams District Attorney,≤100,7
102864408154745,Color of Money,Real Voices Media,≤100,6
101285161455772,Mark Pauley for House of Delegates,Mark Edward Pauley,≤100,4
294061056548,Austin Knudsen for Montana,Austin for Montana,≤100,4
110683096974603,Patricia Lock Dawson for Riverside Mayor,Patricia Lock Dawson for Mayor 2020,≤100,10
111141043958410,Raemi Eagle-Glenn for Alachua County Commissioner District 1,Raemi Eagle-Glenn for Alachua County Commissioner District 1,≤100,9
356426931090906,Senator Jerry Newton,JERRY NEWTON COMMITTEE,≤100,2
175630693036967,South Carolina FYI,Awesome News Network,≤100,12
104499524465541,Shane Barker For Sheriff,Shane Barker for Sheriff,≤100,6
710669049286394,Woo the People,Khosro David Illulian,≤100,7
415923555151729,The Wisconsin Conservative Digest,Christopher M Lawrence,≤100,3
449202631932231,Mike Johnson,MIKE JOHNSON FOR LOUISIANA,≤100,2
1561613040821023,Chris Remy for LISD,Chris Remy Campaign,≤100,1
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,≤100,9
100149776770600,New Mexico Rural Electric Cooperative Association,New Mexico Rural Electric Cooperative Association,≤100,2
257450544367024,Pat Burt for City Council 2020,Pat Burt for City Council 2020,≤100,5
9316648525,The Chicago School of Professional Psychology,TCS Education System,≤100,1
776174635847068,Aric Putnam for State Senate,Aric for MN,≤100,1
172477936599541,Delegate Julian Ivey,Friends of Julian Ivey,≤100,1
110171080556719,Ari Hurwitz for Delaware County Council,The People for Ari Hurwitz,≤100,10
145022042990911,MEK Iran,MEK-Iran (Saeid Saadati),≤100,3
881394442226300,Black Organizers United,BLACK ORGANIZERS UNITED INC,≤100,2
288035911228085,Frank Lucas,LUCAS FOR CONGRESS,≤100,2
110823813831113,C. Antonio Delgado for Congress,Antonio Delgado for Congress,≤100,2
1451612925110493,Barry Jozwiak for State Representative,Barry Jozwiak,≤100,2
10252353761,Commonwealth Foundation,The Commonwealth Foundation,≤100,4
355185097868461,Kathryn Starkey for Pasco County Commissioner,"Kathyrn Starkey, Republican, for Pasco County Commission, District 3",≤100,1
112366153931400,Susan Henry & Michael Simons for School Board,Committee to Elect Susan Henry Board of Trustees 2020 ID# 1426996,≤100,1
183648865070899,Holocaust Remembrance Association,Holocaust Remembrance Association,≤100,53
469836390045787,Dan Sheppard For Cape Coral City Council District 2,Daniel Francis Sheppard,≤100,9
101853374572717,Retirement U,Retirement University,≤100,1
125016970912829,Russell Lorfing - Power of God World Outreach,"Power of God World Outreach, Inc.",≤100,1
